"Ligand"	"Receptor"	"known"	"Source"	"Databases"	"Evidence"	"PMIDs"
"Lefty2_Acvr2b"	"Lefty2"	"Acvr2b"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11952836"
"Lep_Lepr"	"Lep"	"Lepr"	"known"	"DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9463481,8608603"
"Lep_Lrp2"	"Lep"	"Lrp2"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Lgals3bp_Itgb1"	"Lgals3bp"	"Itgb1"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"9501082"
"Lgals3bp_Vangl1"	"Lgals3bp"	"Vangl1"	"novel"	"STRING.binding,"	"putative "	""	""
"Lif_Il6st"	"Lif"	"Il6st"	"known"	"DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9716487,12707269"
"Lif_Lifr"	"Lif"	"Lifr"	"known"	"DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9716487,12601009,16051226"
"Lin7c_Abca1"	"Lin7c"	"Abca1"	"novel"	"HPRD,"	"literature"	"supported"	"16192275"
"Lin7c_Htr2c"	"Lin7c"	"Htr2c"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"12006486"
"Lin7c_Kcnj4"	"Lin7c"	"Kcnj4"	"novel"	"STRING.binding,STRING.experiment,"	"putative "	""	""
"Lipc_Lrp1"	"Lipc"	"Lrp1"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"7721852"
"Liph_Lpar1"	"Liph"	"Lpar1"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10908309"
"Liph_Lpar2"	"Liph"	"Lpar2"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9525886"
"Liph_Lpar4"	"Liph"	"Lpar4"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12724320"
"Gm6619_Gm49368"	"Gm6619"	"Gm49368"	"novel"	"STRING.binding,HPMR.Receptor"	"putative "	""	""
"Gm6619_Itgb2"	"Gm6619"	"Itgb2"	"novel"	"STRING.binding,HPMR.Receptor"	"putative "	""	""
"Gm6619_Lrp2"	"Gm6619"	"Lrp2"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"10073957"
"Lpl_Cd44"	"Lpl"	"Cd44"	"novel"	"STRING.binding,HPMR.Receptor"	"putative "	""	""
"Lpl_Gpihbp1"	"Lpl"	"Gpihbp1"	"novel"	"literature"	"supported"	"17403372"	""
"Lpl_Lrp1"	"Lpl"	"Lrp1"	"novel"	"HPRD,STRING.binding,STRING.experiment,HPMR.Receptor"	"literature"	"supported"	"1281473,7510694,7989348"
"Lpl_Lrp2"	"Lpl"	"Lrp2"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"7686151"
"Lpl_Sdc1"	"Lpl"	"Sdc1"	"novel"	"STRING.binding,HPMR.Receptor"	"literature"	"supported"	"9294130"
"Lpl_Vldlr"	"Lpl"	"Vldlr"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"7592875"
"Lrp1b_Plaur"	"Lrp1b"	"Plaur"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"11384978,12194987"
"Lrpap1_Ldlr"	"Lrpap1"	"Ldlr"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7822276"
"Lrpap1_Lrp1"	"Lrpap1"	"Lrp1"	"known"	"HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"14596620,10747918,1374383,1718973"
"Lrpap1_Lrp2"	"Lrpap1"	"Lrp2"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7512726"
"Lrpap1_Lrp8"	"Lrpap1"	"Lrp8"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12899622"
"Lrpap1_Sorl1"	"Lrpap1"	"Sorl1"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11557679,8940146"
"Lrpap1_Sort1"	"Lrpap1"	"Sort1"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9013611"
"Lrpap1_Vldlr"	"Lrpap1"	"Vldlr"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7592875,10571241"
"Lta_Cachd1"	"Lta"	"Cachd1"	"novel"	"STRING.binding,HPMR.Ligand"	"putative "	""	""
"Lta_Ednra"	"Lta"	"Ednra"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Lta_Ltbr"	"Lta"	"Ltbr"	"known"	"DLRP,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8171323"
"Lta_Tnfrsf14"	"Lta"	"Tnfrsf14"	"known"	"DLRP,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9153189,9462508"
"Lta_Tnfrsf1a"	"Lta"	"Tnfrsf1a"	"known"	"DLRP,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8387891"
"Lta_Tnfrsf1b"	"Lta"	"Tnfrsf1b"	"known"	"DLRP,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9552007,8123048,2160731"
"Ltbp1_Itgb5"	"Ltbp1"	"Itgb5"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"12358597"
"Ltbp3_Itgb5"	"Ltbp3"	"Itgb5"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"12358597"
"Ltb_Cd40"	"Ltb"	"Cd40"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7916655"
"Ltb_Ltbr"	"Ltb"	"Ltbr"	"known"	"DLRP,HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7995952,7916655"
"Ltb_Tnfrsf1a"	"Ltb"	"Tnfrsf1a"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7995952"
"Ltf_Gp9"	"Ltf"	"Gp9"	"novel"	"STRING.binding,HPMR.Ligand"	"putative "	""	""
"Ltf_Gpr162"	"Ltf"	"Gpr162"	"novel"	"STRING.binding,HPMR.Ligand"	"putative "	""	""
"Ltf_Lrp1"	"Ltf"	"Lrp1"	"known"	"HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15178744,1464627"
"Ltf_Lrp11"	"Ltf"	"Lrp11"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"1464627"
"Ltf_Tfrc"	"Ltf"	"Tfrc"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Ly86_Cd180"	"Ly86"	"Cd180"	"novel"	"HPRD,STRING.binding,STRING.experiment,"	"literature"	"supported"	"9763566,9686597"
"Lypd3_Agr2"	"Lypd3"	"Agr2"	"novel"	"STRING.binding,HPMR.Receptor"	"putative "	""	""
"9530003J23Rik_Itgal"	"9530003J23Rik"	"Itgal"	"novel"	"STRING.binding,HPMR.Receptor"	"putative "	""	""
"Madcam1_Cd44"	"Madcam1"	"Cd44"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"2474557"
"Madcam1_Itga4"	"Madcam1"	"Itga4"	"known"	"HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8600538,10702270,9873398"
"Madcam1_Itgb7"	"Madcam1"	"Itgb7"	"known"	"HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8600538,9233649"
"Matn1_Itga1"	"Matn1"	"Itga1"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"10196235"
"Matn1_Itgb1"	"Matn1"	"Itgb1"	"novel"	"literature"	"supported"	"10196235"	""
"Matn1_Ptprd"	"Matn1"	"Ptprd"	"novel"	"STRING.binding,HPMR.Receptor"	"putative "	""	""
"Mbl2_Calcr"	"Mbl2"	"Calcr"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"11560994"
"Mbl2_Cd93"	"Mbl2"	"Cd93"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"9476117"
"Mdk_Alk"	"Mdk"	"Alk"	"known"	"HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12122009"
"Mdk_Gpc2"	"Mdk"	"Gpc2"	"novel"	"STRING.binding,HPMR.Ligand"	"putative "	""	""
"Mdk_Itga4"	"Mdk"	"Itga4"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Mdk_Itga6"	"Mdk"	"Itga6"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Mdk_Itgb1"	"Mdk"	"Itgb1"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Mdk_Lrp1"	"Mdk"	"Lrp1"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10772929"
"Mdk_Lrp2"	"Mdk"	"Lrp2"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10772929"
"Mdk_Ptprb"	"Mdk"	"Ptprb"	"known"	"DLRP,HPMR.Ligand"	"putative "	""	""
"Mdk_Ptprz1"	"Mdk"	"Ptprz1"	"known"	"DLRP,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10212223"
"Mdk_Sdc1"	"Mdk"	"Sdc1"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9089390"
"Mdk_Sdc3"	"Mdk"	"Sdc3"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9089390"
"Mdk_Sdc4"	"Mdk"	"Sdc4"	"novel"	"HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8621465"
"Mdk_Tspan1"	"Mdk"	"Tspan1"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"18851943"
"Mepe_Phex"	"Mepe"	"Phex"	"novel"	"STRING.binding,"	"literature"	"supported"	"15664000"
"Mfap2_Notch1"	"Mfap2"	"Notch1"	"novel"	"STRING.binding,HPMR.Receptor"	"literature"	"supported"	"16492672"
"Mfap5_Notch1"	"Mfap5"	"Notch1"	"novel"	"STRING.binding,HPMR.Receptor"	"literature"	"supported"	"16492672"
"Mfge8_Itgav"	"Mfge8"	"Itgav"	"novel"	"STRING.binding,HPMR.Receptor"	"literature"	"supported"	"24441829"
"Mfge8_Itgb3"	"Mfge8"	"Itgb3"	"novel"	"literature"	"supported"	"24441829"	""
"Mfge8_Pdgfrb"	"Mfge8"	"Pdgfrb"	"novel"	"literature"	"supported"	"21868707"	""
"Mfng_Notch1"	"Mfng"	"Notch1"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"10935626,12486116"
"Mfng_Notch2"	"Mfng"	"Notch2"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"11346656"
"Gm21983_Cdh19"	"Gm21983"	"Cdh19"	"novel"	"STRING.binding,"	"putative "	""	""
"Gm21983_Cdh7"	"Gm21983"	"Cdh7"	"novel"	"STRING.binding,"	"literature"	"supported"	"19200257"
"Mmp12_Plaur"	"Mmp12"	"Plaur"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"12195704"
"Mmp13_Lrp1"	"Mmp13"	"Lrp1"	"known"	"HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10514495"
"Mmp1b_Cd44"	"Mmp1b"	"Cd44"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"11381077"
"Mmp1b_Itga2"	"Mmp1b"	"Itga2"	"novel"	"HPRD,STRING.binding,STRING.experiment,HPMR.Receptor"	"literature"	"supported"	"11359774,11359786"
"Mmp2_Sdc2"	"Mmp2"	"Sdc2"	"novel"	"literature"	"supported"	"17623663"	""
"Mmp7_Cd151"	"Mmp7"	"Cd151"	"novel"	"HPRD,STRING.binding,HPMR.Receptor"	"literature"	"supported"	"16200075"
"Mmp7_Cd44"	"Mmp7"	"Cd44"	"novel"	"HPRD,STRING.binding,HPMR.Receptor"	"literature"	"supported"	"11825873"
"Mmp7_Cdh6"	"Mmp7"	"Cdh6"	"novel"	"STRING.binding,"	"putative "	""	""
"Mmp7_Erbb4"	"Mmp7"	"Erbb4"	"novel"	"STRING.binding,HPMR.Receptor"	"literature"	"supported"	"17638887"
"Mmp9_Cd44"	"Mmp9"	"Cd44"	"novel"	"HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10652271,17912438"
"Mmp9_Ephb2"	"Mmp9"	"Ephb2"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"18713744"
"Mmp9_Gm49368"	"Mmp9"	"Gm49368"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Mmp9_Itgb2"	"Mmp9"	"Itgb2"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Mmp9_Lrp1"	"Mmp9"	"Lrp1"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11279011"
"Mst1_Mst1r"	"Mst1"	"Mst1r"	"known"	"DLRP,HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8062829,9045873"
"Mstn_Acvr2b"	"Mstn"	"Acvr2b"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11459935"
"Myoc_Fzd1"	"Myoc"	"Fzd1"	"novel"	"literature"	"supported"	"19188438"	""
"Myoc_Fzd10"	"Myoc"	"Fzd10"	"novel"	"literature"	"supported"	"19188438"	""
"Myoc_Fzd3"	"Myoc"	"Fzd3"	"novel"	"literature"	"supported"	"19188438"	""
"Myoc_Fzd4"	"Myoc"	"Fzd4"	"novel"	"literature"	"supported"	"19188438"	""
"Myoc_Fzd7"	"Myoc"	"Fzd7"	"novel"	"literature"	"supported"	"19188438"	""
"Nampt_Insr"	"Nampt"	"Insr"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15604363"
"Ncam1_Cacna1c"	"Ncam1"	"Cacna1c"	"novel"	"STRING.binding,HPMR.Ligand"	"putative "	""	""
"Ncam1_Fgfr1"	"Ncam1"	"Fgfr1"	"novel"	"HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12121226"
"Ncam1_Fgfr2"	"Ncam1"	"Fgfr2"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Ncam1_Gfra1"	"Ncam1"	"Gfra1"	"novel"	"HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12837245"
"Ncam1_Ptpra"	"Ncam1"	"Ptpra"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Ncam1_Robo1"	"Ncam1"	"Robo1"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"16226035"
"Ncam1_Robo3"	"Ncam1"	"Robo3"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"16226035"
"Ncan_Cdh2"	"Ncan"	"Cdh2"	"novel"	"STRING.binding,"	"putative "	""	""
"Ncan_Sdc3"	"Ncan"	"Sdc3"	"novel"	"STRING.binding,HPMR.Receptor"	"putative "	""	""
"Ndp_Fzd4"	"Ndp"	"Fzd4"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15035989"
"Ndp_Lgr4"	"Ndp"	"Lgr4"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"23444378"
"Ngf_Kidins220"	"Ngf"	"Kidins220"	"novel"	"STRING.binding,HPMR.Ligand"	"putative "	""	""
"Ngf_Maged1"	"Ngf"	"Maged1"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Ngf_Ngfr"	"Ngf"	"Ngfr"	"known"	"DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11114882,14985763"
"Ngf_Ntrk1"	"Ngf"	"Ntrk1"	"known"	"DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10490030,14985763"
"Ngf_Sorcs3"	"Ngf"	"Sorcs3"	"novel"	"HPRD,STRING.binding,HPMR.Ligand"	"literature"	"supported"	"15710408"
"Ngf_Sort1"	"Ngf"	"Sort1"	"known"	"HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"14985763"
"Nid1_Col13a1"	"Nid1"	"Col13a1"	"novel"	"HPRD,HPMR.Ligand"	"literature"	"supported"	"11956183"
"Nid1_Itga3"	"Nid1"	"Itga3"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Nid1_Itgav"	"Nid1"	"Itgav"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9686320"
"Nid1_Itgb1"	"Nid1"	"Itgb1"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Nid1_Itgb3"	"Nid1"	"Itgb3"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8831898,9686320"
"Nid1_Ptprf"	"Nid1"	"Ptprf"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9647658"
"Nid2_Col13a1"	"Nid2"	"Col13a1"	"novel"	"HPRD,"	"literature"	"supported"	"11956183"
"Nlgn1_Nrxn1"	"Nlgn1"	"Nrxn1"	"known"	"HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8576240,14522992"
"Nlgn1_Nrxn2"	"Nlgn1"	"Nrxn2"	"novel"	"literature"	"supported"	"7736595"	""
"Nlgn1_Nrxn3"	"Nlgn1"	"Nrxn3"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8576240"
"Nlgn2_Nrxn1"	"Nlgn2"	"Nrxn1"	"known"	"HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8576240"
"Nlgn2_Nrxn2"	"Nlgn2"	"Nrxn2"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8576240"
"Nlgn2_Nrxn3"	"Nlgn2"	"Nrxn3"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8576240"
"Nlgn3_Nrxn1"	"Nlgn3"	"Nrxn1"	"known"	"HPMR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8576240,9325340"
"Nlgn3_Nrxn2"	"Nlgn3"	"Nrxn2"	"known"	"HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8576240"
"Nlgn3_Nrxn3"	"Nlgn3"	"Nrxn3"	"known"	"HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8576240"
"Nmb_Brs3"	"Nmb"	"Brs3"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9920658"
"Nmb_Grpr"	"Nmb"	"Grpr"	"known"	"HPMR,IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"1720612,10454496,7838118,21729729,19463875"
"Nmb_Nmbr"	"Nmb"	"Nmbr"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15169928,10454496,7838118,10544247,8253343,8392057"
"Nms_Nmur1"	"Nms"	"Nmur1"	"known"	"HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15635449"
"Nms_Nmur2"	"Nms"	"Nmur2"	"known"	"HPMR,IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15635449"
"Nmu_Nmur1"	"Nmu"	"Nmur1"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10894543,15292653,10894543,10899166,15331768,10811630"
"Nmu_Nmur2"	"Nmu"	"Nmur2"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10894543,15292653,10894543,10899166,15331768,10887190"
"Nodal_Acvr1b"	"Nodal"	"Acvr1b"	"known"	"HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11952836"
"Nodal_Acvr1c"	"Nodal"	"Acvr1c"	"known"	"HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12606401"
"Nodal_Acvr2a"	"Nodal"	"Acvr2a"	"known"	"HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11952836"
"Nodal_Acvr2b"	"Nodal"	"Acvr2b"	"known"	"HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11952836"
"Npb_Npbwr1"	"Npb"	"Npbwr1"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12401809,12118011"
"Npff_Npffr1"	"Npff"	"Npffr1"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11024015,12242085,17011599,12421602"
"Npff_Npffr2"	"Npff"	"Npffr2"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11024015,12421602,11325787,10851242,12609745"
"Npnt_Itga8"	"Npnt"	"Itga8"	"known"	"HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11470831"
"Npnt_Itgb1"	"Npnt"	"Itgb1"	"known"	"HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11470831"
"Nppa_Npr1"	"Nppa"	"Npr1"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15911069,8700153,12547834"
"Nppa_Npr3"	"Nppa"	"Npr3"	"known"	"HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"2169733"
"Nppb_Npr1"	"Nppb"	"Npr1"	"known"	"IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8700153,7901875,1309330"
"Nppb_Npr2"	"Nppb"	"Npr2"	"known"	"HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"2570358"
"Nppb_Npr3"	"Nppb"	"Npr3"	"known"	"HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"1309330,7901875"
"Nppc_Npr2"	"Nppc"	"Npr2"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11952095,1309330,12709393"
"Nppc_Npr3"	"Nppc"	"Npr3"	"novel"	"HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11533490,1309330"
"Nps_Npsr1"	"Nps"	"Npsr1"	"known"	"HPMR,IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15312648"
"Npvf_Npffr1"	"Npvf"	"Npffr1"	"known"	"HPMR,IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11024015,12242085,12421602,17337079"
"Npvf_Npffr2"	"Npvf"	"Npffr2"	"known"	"IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12242085,12421602"
"Npw_Npbwr1"	"Npw"	"Npbwr1"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12130646,12401809,12130646"
"Npy_Fap"	"Npy"	"Fap"	"novel"	"literature"	"supported"	"21314817"	""
"Npy_Mc4r"	"Npy"	"Mc4r"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12015205"
"Npy_Npffr2"	"Npy"	"Npffr2"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12609745"
"Npy_Npy1r"	"Npy"	"Npy1r"	"known"	"HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9549761,12007534,7559383,9001438"
"Npy_Npy2r"	"Npy"	"Npy2r"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9549761,8632753,7592910,9001438,7559383,12007534"
"Npy_Npy4r"	"Npy"	"Npy4r"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7592911,7493937"
"Npy_Npy5r"	"Npy"	"Npy5r"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12417094,8824284,12007534"
"Npy_Prlhr"	"Npy"	"Prlhr"	"known"	"IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15885496"
"Nrg1_Erbb2"	"Nrg1"	"Erbb2"	"known"	"DLRP,HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"1350381,7514177"
"Nrg1_Erbb3"	"Nrg1"	"Erbb3"	"known"	"DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7514177,7592681,11555649,9565587,8702572"
"Nrg1_Erbb4"	"Nrg1"	"Erbb4"	"known"	"DLRP,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8062828,10537356,7721889,9565587"
"Nrg1_Gpc1"	"Nrg1"	"Gpc1"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Nrg2_Erbb2"	"Nrg2"	"Erbb2"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Nrg2_Erbb3"	"Nrg2"	"Erbb3"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9168115,9168114"
"Nrg2_Erbb4"	"Nrg2"	"Erbb4"	"known"	"HPMR,IUPHAR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9168115,9168114"
